0.0025 Motor1@0.0 Motor2@-0.147 ImgX@435 ImgY@312 F@24.0 Strain@0.014199999999999999
0.0332 Motor1@0.0 Motor2@-0.152 ImgX@435 ImgY@312 F@24.0 Strain@0.0147
0.0642 Motor1@0.0 Motor2@-0.154 ImgX@435 ImgY@312 F@24.0 Strain@0.0149
0.0959 Motor1@0.0 Motor2@-0.156 ImgX@435 ImgY@312 F@24.0 Strain@0.015099999999999999
0.1267 Motor1@0.0 Motor2@-0.159 ImgX@435 ImgY@312 F@24.0 Strain@0.0154
0.1584 Motor1@0.0 Motor2@-0.164 ImgX@435 ImgY@312 F@24.0 Strain@0.0159
0.1896 Motor1@0.0 Motor2@-0.167 ImgX@435 ImgY@313 F@24.0 Strain@0.0162
0.2204 Motor1@0.0 Motor2@-0.170 ImgX@435 ImgY@313 F@24.0 Strain@0.0165
0.2516 Motor1@0.0 Motor2@-0.172 ImgX@435 ImgY@312 F@24.0 Strain@0.0167
0.2826 Motor1@0.0 Motor2@-0.174 ImgX@435 ImgY@312 F@24.0 Strain@0.0169
0.3163 Motor1@0.0 Motor2@-0.177 ImgX@435 ImgY@312 F@24.0 Strain@0.0172
0.3475 Motor1@0.0 Motor2@-0.182 ImgX@435 ImgY@312 F@24.0 Strain@0.0177
0.3763 Motor1@0.0 Motor2@-0.183 ImgX@435 ImgY@313 F@24.0 Strain@0.0178
0.4080 Motor1@0.0 Motor2@-0.187 ImgX@435 ImgY@313 F@24.0 Strain@0.0182
0.4393 Motor1@0.0 Motor2@-0.191 ImgX@437 ImgY@313 F@-24.0 Strain@0.0196
0.4725 Motor1@0.0 Motor2@-0.195 ImgX@437 ImgY@313 F@-24.0 Strain@0.02
0.5018 Motor1@0.0 Motor2@-0.197 ImgX@436 ImgY@313 F@0.0 Strain@0.019700000000000002
0.5330 Motor1@0.0 Motor2@-0.201 ImgX@436 ImgY@313 F@0.0 Strain@0.0201
0.5638 Motor1@0.0 Motor2@-0.203 ImgX@436 ImgY@313 F@0.0 Strain@0.020300000000000002
0.5985 Motor1@0.0 Motor2@-0.207 ImgX@436 ImgY@313 F@0.0 Strain@0.0207
0.6263 Motor1@0.0 Motor2@-0.210 ImgX@436 ImgY@313 F@0.0 Strain@0.020999999999999998
0.6585 Motor1@0.0 Motor2@-0.210 ImgX@436 ImgY@313 F@0.0 Strain@0.020999999999999998
0.6888 Motor1@0.0 Motor2@-0.213 ImgX@436 ImgY@312 F@0.0 Strain@0.0213
0.7230 Motor1@0.0 Motor2@-0.217 ImgX@436 ImgY@312 F@0.0 Strain@0.0217
0.7514 Motor1@0.0 Motor2@-0.221 ImgX@436 ImgY@313 F@0.0 Strain@0.0221
0.7842 Motor1@0.0 Motor2@-0.223 ImgX@436 ImgY@313 F@0.0 Strain@0.0223
0.8472 Motor1@0.0 Motor2@-0.232 ImgX@435 ImgY@313 F@24.0 Strain@0.0227
0.8769 Motor1@0.0 Motor2@-0.235 ImgX@436 ImgY@312 F@0.0 Strain@0.0235
0.9082 Motor1@0.0 Motor2@-0.238 ImgX@436 ImgY@312 F@0.0 Strain@0.023799999999999998
0.9399 Motor1@0.0 Motor2@-0.240 ImgX@434 ImgY@313 F@48.0 Strain@0.023
0.9722 Motor1@0.0 Motor2@-0.244 ImgX@434 ImgY@313 F@48.0 Strain@0.023399999999999997
1.0014 Motor1@0.0 Motor2@-0.247 ImgX@435 ImgY@313 F@24.0 Strain@0.0242
1.0337 Motor1@0.0 Motor2@-0.251 ImgX@435 ImgY@313 F@24.0 Strain@0.0246
