0.0295 Motor1@0.0 Motor2@-2.586 ImgX@448 ImgY@296 F@300.0 Strain@0.031799999999999946
0.0640 Motor1@0.0 Motor2@-2.587 ImgX@447 ImgY@296 F@360.0 Strain@0.03100000000000001
0.0934 Motor1@0.0 Motor2@-2.590 ImgX@447 ImgY@296 F@360.0 Strain@0.03159999999999995
0.1249 Motor1@0.0 Motor2@-2.594 ImgX@448 ImgY@296 F@300.0 Strain@0.033399999999999944
0.1541 Motor1@0.0 Motor2@-2.597 ImgX@448 ImgY@296 F@300.0 Strain@0.03399999999999997
0.1835 Motor1@0.0 Motor2@-2.600 ImgX@446 ImgY@297 F@420.0 Strain@0.03259999999999999
0.2150 Motor1@0.0 Motor2@-2.604 ImgX@446 ImgY@297 F@420.0 Strain@0.03339999999999999
0.2458 Motor1@0.0 Motor2@-2.606 ImgX@447 ImgY@297 F@360.0 Strain@0.03479999999999995
0.2786 Motor1@0.0 Motor2@-2.611 ImgX@447 ImgY@297 F@360.0 Strain@0.03580000000000001
0.3101 Motor1@0.0 Motor2@-2.613 ImgX@445 ImgY@296 F@480.0 Strain@0.03419999999999997
0.3396 Motor1@0.0 Motor2@-2.618 ImgX@445 ImgY@296 F@480.0 Strain@0.03519999999999995
0.3716 Motor1@0.0 Motor2@-2.622 ImgX@446 ImgY@295 F@420.0 Strain@0.03699999999999995
0.4043 Motor1@0.0 Motor2@-2.624 ImgX@446 ImgY@295 F@420.0 Strain@0.037399999999999996
0.4365 Motor1@0.0 Motor2@-2.627 ImgX@446 ImgY@295 F@420.0 Strain@0.03799999999999993
0.4673 Motor1@0.0 Motor2@-2.628 ImgX@446 ImgY@295 F@420.0 Strain@0.0382
0.4988 Motor1@0.0 Motor2@-2.631 ImgX@445 ImgY@296 F@480.0 Strain@0.03779999999999993
0.5289 Motor1@0.0 Motor2@-2.633 ImgX@445 ImgY@296 F@480.0 Strain@0.03819999999999997
0.5591 Motor1@0.0 Motor2@-2.638 ImgX@445 ImgY@296 F@480.0 Strain@0.03919999999999995
0.5915 Motor1@0.0 Motor2@-2.642 ImgX@445 ImgY@296 F@480.0 Strain@0.03999999999999995
